"Nombre_centro","Nombre_capacitacion","Capacitacion_contenido","Capacitation_horas","Capacitation_certificacion","Pais","Atual","Desde","Modalidade","Responsable_email","Center_telefono"
"UNEME CAPA MORELIA"," COMPARTIENDO ESFUERZOS EN LA SEMANA CONTRA EL ALCOHOLISMO"," MANEJO DE ESTRES
MANEJO DE ESTRES LABORAL
TECNICAS DE RELAJACION","1","SI","MÉXICO","SI","2","PRESENCIAL,","ROCCY_GF@HOTMAIL.COM","4431-36-14-22"
" UNEME - CAPA NUEVO LAREDO"," MITOS Y REALIDADES DE LAS DROGAS DE JOVEN A JOVEN","1. PRE - EVALUACIÓN.
2. QUÉ ONDA CON LAS DROGAS? SABES QUÉ SON?
3. MITOS Y REALIDADES DE LAS DROGAS 
     A. CONCEPTOS BÁSICOS
     B. TABACO
     C. ALCOHOL
     D. MARIHUANA
     E. COCAINA
     F. DROGAS DE DISEÑO
     G. INHALABLES
4. POST - EVALUACIÓN","4","SI","MÉXICO","SI","2010","PRESENCIAL,","UNEMECAPALAREDO@HOTMAIL.COM","(867) 7291216"
" UNEME - CAPA NUEVO LAREDO","DIEZ RECOMENDACIONES PARA EVITAR QUE TUS HIJOS/AS UTILICEN DROGAS","1. SÉ TU EL EJEMPLO
2. CONOCE CON QUIEN ANDA TU HIJO / A
3. EDUCA CON VALORES POSITIVOS
4. APOYALO PARA TENER AMISTADES POSITIVAS
5. ESCUCHA A TU HIJO
6. FORTALECE EL AUTOESTIMA DE TU HIJO
7. HABLA CON TU HIJO SOBRE LAS DROGAS
8. ENSEÑALE A TU HIJO A DECIR NO
9. PROMUEVE ACTIVIDADES SANAS Y POSITIVAS
10. COMO IDENTIFICAR SEÑALES DE ALARMA","2","SI","MÉXICO","SI","5","PRESENCIAL,","UNEMECAPALAREDO@HOTMAIL.COM","(867) 7291216"
" UNEME CAPA NUEVO LAREDO"," DETECCIÓN, ORIENTACIÓN Y CONSEJERÍA EN ADICCIONES","1. INFORMACIÓN BÁSICA
   A)  ¿QUÉ ES UNA DROGA?
   B) ¿QUÉ ES UNA ADICCIÓN?   
   C)  FASES DEL PROCESO ADICTIVO.
   D) MODELO DE ATENCIÓN INTEGRAL DE LAS ADICCIONES.
   E) ESPECTRO DE ACCIONES PREVENTIVAS SEGÚN NIVELES.
2. CONSEJERÍA EN ADICCIONES
    CONSEJO BREVE: RECOMENDACIONES ANTES DE INICIAR UNA SESIÓN.
     A)  PASO UNO: INDAGAR EL NIVEL DE ABUSO O DEPENDENCIA AL TABACO, ALCOHOL Y/U OTRAS DROGAS
     B) PASO DOS: DIALOGAR SOBRE EL NIVEL DE ABUSO O DEPENDENCIA DE LA PERSONA Y LOS PROBLEMAS ASOCIADOS A CORTO Y LARGO PLAZO.
     C) PASO TRES: ESTABLECIMIENTO DE METAS DE CONSUMO Y DESCRIPCIÓN DE PLANES DE ACCIÓN.
    D) PASO CUATRO: ACOMPAÑAR EN EL PROCESO DE CAMBIO PARA SUPERVISAR EL CUMPLIMIENTO DE LA META.
    E)  PASO CINCO: SEGUIMIENTO Y CANALIZACIÓN
3. EL PROMOTOR “NUEVA VIDA” Y LA FAMILIA DEL CONSUMIDOR. 
4. CANALIZACIÓN A PROGRAMAS, CENTROS O UNIDADES DE TRATAMIENTO DE ADICCIONES.

","5","SI","MÉXICO","SI","2011","PRESENCIAL,","UNEMECAPALAREDO@HOTMAIL.COM","(867) 7291216"
" UNEME CAPA TORREÓN","MÉTODO IDEAS (INDAGA, DIALOGA, ESTABLECE METAS, ACOMPAÑA Y DA SEGUIMIENTO)"," SENSIBILIZACIÓN A LAS DROGAS, INTERVENCIÓN BREVE, PASOS INDEAS, FORMACIÓN DE PROMOTORES.","6","SI","MÉXICO","SI","2009","PRESENCIAL,","KAPA_TORREON_@HOTMAIL.COM","8712116724"
" UNIDAD DE ESPECIALIDADES MEDICAS, CENTRO DE ATENCION PRIMARIA EN ADICCIONES"," DROGAS, DETECCION Y TRATAMIENTO","DEFINICION DE DROGAS
CLASIFICACION DE LAS DROGAS
CONSEJERIA BREVE EN ADICCIONES","8","SI","MÉXICO","SI","6","PRESENCIAL,","CAPATUXPAN@GMAIL.COM","3111003753"
" UNIDAD DE ESPECIALIDADES MEDICAS. CENTRO DE ATENCIÓN PRIMARIA EN ADICCIONES. MÉXICO ESPAÑA"," MANEJO DE GUÍAS PARA DETECCIÓN TEMPRANA Y OPORTUNA, CONCEJO BREVE, INTERVENCIÓN BREVE, PSICOPATOLOGÍA Y OTROS TRASTORNOS RELACIONADOS."," MODELO UNEME CAPA
CONCEPTOS BÁSICOS
MITOS Y REALIDADES
DAÑOS A LA SALUD
MODELOS DE INTERVENCIÓN
HABILIDADES Y TÉCNICAS DE PROMOCIÓN
TAMIZAJES,  HERRAMIENTAS O INSTRUMENTOS DE EVALUACIÓN INTERPRETACIÓN Y REFERENCIAS.
","30","SI","MÉXICO","SI","2015","PRESENCIAL,","CAPAMEXICOESPANA@GMAIL.COM","5539333972"
" UNIDAD DE ESPECIALIDADES MÉDICAS CENTRO DE ATENCIÓN PRIMARIA EN ADICCIONES (UNEME-CAPA)"," DETECCIÓN, ORIENTACIÓN Y CONSEJERÍA EN ADICCIONES"," A) CONCEPTOS BÁSICOS EN ADICCIONES, B) CONSEJERÍA EN ADICCIONES, C) LA FAMILIA DEL USUARIO DE SUSTANCIAS Y EL PROMOTOR, D) CANALIZACIÓN A PROGRAMAS, UNIDADES O CENTROS DE TRATAMIENTO DE ADICCIONES.","8","SI","MÉXICO","SI","2010","PRESENCIAL,","CAPAMTH@HOTMAIL.COM","4881112091"
" UNIDAD DE ESPECIALIDAD MEDICA, CENTRO DE ATENCIÓN PRIMARIA EN ADICCIONES"," CONSEJERÍA BREVE "," - INTRODUCCIÓN
-FACTORES PROTECTORES Y DE RIESGO AL CONSUMO
-CAUSAS DE CONSUMO
- TIPOS DE PREVENCIÓN
- MÉTODO IDEAS (INDAGAR, DIALOGAR, ESTABLECER METAS, ACOMPAÑA Y SEGUIMIENTO)","8","SI","MÉXICO","SI","2008","PRESENCIAL,","NUEVAVIDAPALENQUE@HOTMAIL.COM","9161086412"
" UNIFESP - DEPARTAMENTO DE PSICOBIOLOGIA - DIMESAD/UDED"," CURSO SUPERA - SISTEMA PARA DETECÇÃO E USO ABUSIVO E DEPENDÊNCIA DE SUBSTÂNCIAS PSICOATIVAS: ENCAMINHAMENTO, INTERVENÇÃO BREVE, REINSERÇÃO SOCIAL E ACOMPANHAMENTO"," HTTPS://WWW.SUPERA.SENAD.GOV.BR/MATERIAL/","150","SI","BRASIL","SI","2016","A DISTANCIA,","KMSOARES@UNIFESP.BR","11995855600"
" UNIVERSIDAD AUTONOMA DE AGUASCALIENTES"," PROMOCIÓN DE LA SALUD Y PREVENCIÓN DEL COMPORTAMIENTO ADICTIVO"," BASES TEÓRICAS: TEORÍA DEL APRENDIZAJE SOCIAL, TEORÍAS CONDUCTUALES.
FUNDAMENTOS BIOLÓGICOS DEL COMPORTAMIENTO ADICTIVO.
PROGRAMAS DE INTERVENCIÓN BREVE PARA USUARIOS DE SUSTANCIAS.","200","NO","MÉXICO","NO","2011","A DISTANCIA,","KIMARTIN@CORREO.UAA.MX","9107400"
"UNIVERSIDAD DEL VALLE DE MÉXICO, S.L.P."," MATERIA.- INTERVENCIÓN EN ADICCIONES Y TRASTORNOS DE LA ALIMENTACIÓN","PRINCIPIOS BÁSICOS DEL COMPORTAMIENTO ADICTIVO
DETECCIÓN, ORIENTACIÓN Y CONSEJERÍA
INTERVENCIÓN BREVE","90","SI","MÉXICO","SI","2015","PRESENCIAL,","CAPA-SALINAS@LIVE.COM.MX","4448362863"
"UNIVERSIDADE FEDERAL DE SANTA CATARINA, POR MEIO DO NÚCLEO MULTIPROJETOS DE TECNOLOGIA EDUCACIONAL - NUTE-UFSC, EM PARCERIA COM MINISTÉRIO DA JUSTIÇA E CIDADANIA E SECRETARIA NACIONAL DE POLÍTICAS SOBRE DROGAS (SENAD-MJC), PARA DESENVOLVER O PORTAL ABERTA - ABERTA.SENAD.GOV.BR","ENQUANTO NUTE, REALIZAMOS AS 3 ÚLTIMAS EDIÇÕES DO CURSO DE PREVENÇÃO DOS PROBLEMAS RELACIONADOS AO USO DE DROGAS - CAPACITAÇÃO PARA CONSELHEIROS E LIDERANÇAS COMUNITÁRIAS (5ª, 6ª E 7ª EDIÇÕES). ATUALMENTE ESTAMOS DESENVOLVENDO O ""ABERTA: PORTAL DE FORMAÇÃO A DISTÂNCIA - SUJEITOS, CONTEXTOS E DROGAS. (ABERTA.SENAD.GOV.BR)

"," SÃO DIVERSOS MÓDULOS, CADA UM COM TEMPOS DE ESTUDO DIFERENTES. AS TEMÁTICAS ESTÃO DIVIDAS POR EIXOS:
1.  EIXO FUNDAMENTOS E POLÍTICAS: PARTE-SE DA COMPREENSÃO DA MULTIDETERMINAÇÃO DO FENÔMENO DO USO DE DROGAS, IMPLICANDO A RELAÇÃO ENTRE OS SEUS TRÊS ELEMENTOS CENTRAIS: OS SUJEITOS, OS CONTEXTOS E AS DROGAS. PARA TANTO, É NECESSÁRIO ESMIUÇÁ-LOS EM SEUS MAIS DIFERENTES DETALHES, BUSCANDO UMA VISÃO ABRANGENTE DO FENÔMENO.
ESSE EIXO TAMBÉM DEVERÁ DESCREVER E DEBATER AS PRINCIPAIS POLÍTICAS PÚBLICAS NO CAMPO DE ÁLCOOL E OUTRAS DROGAS NO BRASIL E NO MUNDO, PARTINDO DOS MARCOS LEGAIS INTERNACIONAIS. DEVERÃO SER DISCUTIDAS A HISTÓRIA DAS LEGISLAÇÕES SOBRE DROGAS NO BRASIL, APROFUNDANDO AS LEGISLAÇÕES ATUAIS. TAMBÉM DEVERÃO SER ABORDADAS AS RELAÇÕES INTERSETORIAIS COM AS SEGUINTES ÁREAS: SAÚDE, EDUCAÇÃO, ASSISTÊNCIA SOCIAL, SEGURANÇA, CULTURA, TRABALHO E DIREITOS HUMANOS. 
2. EIXO DAS PRÁTICAS: OS CONCEITOS FUNDAMENTAIS E AS POLÍTICAS EMBASAM DIFERENTES PRÁTICAS RELACIONADAS AO USO DE DROGAS.
2.1 PRÁTICAS DE PROMOÇÃO DE SAÚDE E PREVENÇÃO AOS PROBLEMAS RELACIONADOS AO USO DE DROGAS:  NESSE SUBEIXO SERÃO ABORDADAS AS AÇÕES QUE VISAM ATUAR SOBRE OS DETERMINANTES SOCIAIS DOS PROBLEMAS RELACIONADOS AO USO DE DROGAS, PROMOVENDO SAÚDE E CONSTRUINDO O PROTAGONISMO DE QUEM PARTICIPA DAS AÇÕES.
2.2 PRÁTICAS DE CUIDADO E REINSERÇÃO SOCIAL DE USUÁRIOS COM PROBLEMAS CONSEQUENTES AO USO DE DROGAS: NESSE SUBEIXO, O TERMO “CUIDADO” REMETE AO SENTIDO SUBJETIVO DA EXPERIÊNCIA DO ADOECIMENTO, AOS MODELOS DE ATENÇÃO À SAÚDE DE USUÁRIOS DE SPA E, MAIS ESPECIFICAMENTE, À CLÍNICA AMPLIADA E COMPARTILHADA, TAMBÉM CHAMADA CLÍNICA PSICOSSOCIAL. 
2.3 PRÁTICAS RELACIONADAS AOS OPERADORES DE DIREITO: AQUI, CONSIDERA-SE QUE O ACESSO À JUSTIÇA É PROMOTOR DE CIDADANIA E QUE O CONHECIMENTO SOBRE OS DIREITOS GARANTIDOS EM LEI É O PRIMEIRO PASSO PARA ESSE ACESSO.
2.4 PRÁTICAS DE GESTÃO: VISA  FOMENTAR, PRODUZIR E OFERECER ESTRATÉGIAS DE FORMAÇÃO AOS GESTORES DE POLÍTICAS PÚBLICAS, COORDENADORES DE SERVIÇOS, DE PROGRAMAS OU DE AÇÕES INTERSETORIAIS, QUE PODEM ENVOLVER ONGS OU ENTIDADES COMUNITÁRIAS. 
3. EIXO INSTRUMENTOS NO CAMPO AD: NESSE EIXO SERÃO DISPONIBILIZADO OS PASSOS NECESSÁRIOS PARA A FORMULAÇÃO DE PROJETOS DE PESQUISA E INTERVENÇÃO EM PREVENÇÃO E CUIDADO COM USUÁRIOS DE SUBSTÂNCIAS PSICOATIVAS.","1500","SI","BRASIL","SI","2016","A DISTANCIA,","JAQUELINE.AVL@GMAIL.COM","55 48 99695-4645"
